Subject,Activity,DataType,recordCount,Ave of tBodyAcc-mean()-X,Ave of tBodyAcc-mean()-Y,Ave of tBodyAcc-mean()-Z,Ave of tBodyAcc-std()-X,Ave of tBodyAcc-std()-Y,Ave of tBodyAcc-std()-Z,Ave of tGravityAcc-mean()-X,Ave of tGravityAcc-mean()-Y,Ave of tGravityAcc-mean()-Z,Ave of tGravityAcc-std()-X,Ave of tGravityAcc-std()-Y,Ave of tGravityAcc-std()-Z,Ave of tBodyAccJerk-mean()-X,Ave of tBodyAccJerk-mean()-Y,Ave of tBodyAccJerk-mean()-Z,Ave of tBodyAccJerk-std()-X,Ave of tBodyAccJerk-std()-Y,Ave of tBodyAccJerk-std()-Z,Ave of tBodyGyro-mean()-X,Ave of tBodyGyro-mean()-Y,Ave of tBodyGyro-mean()-Z,Ave of tBodyGyro-std()-X,Ave of tBodyGyro-std()-Y,Ave of tBodyGyro-std()-Z,Ave of tBodyGyroJerk-mean()-X,Ave of tBodyGyroJerk-mean()-Y,Ave of tBodyGyroJerk-mean()-Z,Ave of tBodyGyroJerk-std()-X,Ave of tBodyGyroJerk-std()-Y,Ave of tBodyGyroJerk-std()-Z,Ave of tBodyAccMag-mean(),Ave of tBodyAccMag-std(),Ave of tGravityAccMag-mean(),Ave of tGravityAccMag-std(),Ave of tBodyAccJerkMag-mean(),Ave of tBodyAccJerkMag-std(),Ave of tBodyGyroMag-mean(),Ave of tBodyGyroMag-std(),Ave of tBodyGyroJerkMag-mean(),Ave of tBodyGyroJerkMag-std(),Ave of fBodyAcc-mean()-X,Ave of fBodyAcc-mean()-Y,Ave of fBodyAcc-mean()-Z,Ave of fBodyAcc-std()-X,Ave of fBodyAcc-std()-Y,Ave of fBodyAcc-std()-Z,Ave of fBodyAccJerk-mean()-X,Ave of fBodyAccJerk-mean()-Y,Ave of fBodyAccJerk-mean()-Z,Ave of fBodyAccJerk-std()-X,Ave of fBodyAccJerk-std()-Y,Ave of fBodyAccJerk-std()-Z,Ave of fBodyGyro-mean()-X,Ave of fBodyGyro-mean()-Y,Ave of fBodyGyro-mean()-Z,Ave of fBodyGyro-std()-X,Ave of fBodyGyro-std()-Y,Ave of fBodyGyro-std()-Z,Ave of fBodyAccMag-mean(),Ave of fBodyAccMag-std(),Ave of fBodyBodyAccJerkMag-mean(),Ave of fBodyBodyAccJerkMag-std(),Ave of fBodyBodyGyroMag-mean(),Ave of fBodyBodyGyroMag-std(),Ave of fBodyBodyGyroJerkMag-mean(),Ave of fBodyBodyGyroJerkMag-std()
10,WALKING_DOWNSTAIRS,Test,234,0.2762388312136752,-0.018885718916282053,-0.1120876610025641,-0.42521618398290595,-0.3867045507760684,-0.5231133725408119,0.6583591195726496,-0.16517777136752138,0.0307366662204145,-0.9642458533333333,-0.9527308796581196,-0.9297290244059829,0.08040004238888888,0.015377404689871792,-0.01439821014504274,-0.41439523203846157,-0.43196130878713673,-0.6906047559700854,-0.01446583782358974,-0.08630382507193589,0.08959437810790598,-0.5978737967465813,-0.49248243221025645,-0.5059815162162393,-0.11062834367264958,-0.043380952132264956,-0.0554261378425641,-0.6326691785897436,-0.7134411190598291,-0.6110264357051283,-0.384739666615641,-0.44358190387041024,-0.384739666615641,-0.44358190387041024,-0.47489732674687607,-0.41627693789871795,-0.4124416279128205,-0.5418309597329914,-0.6704020268803419,-0.7148639881196581,-0.4186942767393163,-0.3803940099363248,-0.5727548945051282,-0.4290984573358974,-0.4305544276915385,-0.5372418750102564,-0.4367616894846154,-0.4504024451182479,-0.654781895967094,-0.44411913247098295,-0.45162657150470087,-0.726013573974359,-0.5317279374269659,-0.5641146319444444,-0.4675046440863248,-0.6210408688162393,-0.46053589728632477,-0.5650369811547008,-0.40780723370427346,-0.5527396468166667,-0.39839845136324786,-0.4462806976357692,-0.5852226029529914,-0.5937706517264958,-0.7132523578205128,-0.7379511084188034
11,WALKING_UPSTAIRS,Train,316,0.27658531139556963,-0.019127253193322785,-0.10894176164240506,-0.5894764977955695,-0.4903793469968354,-0.6653243142278481,0.7305261849367088,0.052738702861392414,0.14020986124683546,-0.9753944576898734,-0.9571387707278481,-0.9568120004113924,0.08301345406582278,0.007804425434303797,-0.006574249752594938,-0.6593230830550633,-0.6087842267199367,-0.8425118160443038,-0.05473284402724683,-0.05822757708132911,0.08728410968235602,-0.7399221266287974,-0.7035017664873418,-0.7250160087974683,-0.08054733098734178,-0.049391406547468354,-0.04801401672674051,-0.7817381406012659,-0.8683772540822785,-0.7954908824683544,-0.5428250328136076,-0.6128822709126582,-0.5428250328136076,-0.6128822709126582,-0.6798195045474684,-0.6642417603702532,-0.6283678510664557,-0.6967713789579114,-0.8268290284810126,-0.8669050126265823,-0.6195240283246836,-0.5314552656625317,-0.7500261457911391,-0.5794917547493671,-0.5025702402433545,-0.6520956711085444,-0.6766729871664557,-0.6323746886060126,-0.8255595902215189,-0.672195644346519,-0.6094449982477848,-0.8582596306012659,-0.7099493321170887,-0.7768528689556962,-0.7088429792721519,-0.7517582771677215,-0.6708927130667721,-0.7559606283544305,-0.6115280743591772,-0.6744701590094937,-0.6561334732746835,-0.6769250758575949,-0.7575859395886075,-0.7112672196822785,-0.864827011392405,-0.8792540167405063
12,WALKING_DOWNSTAIRS,Test,186,0.27214579467741934,-0.01822990756084129,-0.1057355064516129,-0.6382084402903226,-0.6089832650268817,-0.682615496811828,0.7491177636666667,-0.029585374751075245,0.09245175953462362,-0.9633085215591398,-0.9597720338709678,-0.9395476318817204,0.0799354253827957,0.001478094116989247,-0.010660966093978493,-0.6507902647849463,-0.6646996911324732,-0.777908761827957,-0.0575264551461828,-0.07142186985806452,0.10094622748494624,-0.7643168402521505,-0.7744444335483871,-0.6507501493655914,-0.07341674711021505,-0.04219570570967742,-0.06174319838333333,-0.7720696921505376,-0.8291855861827957,-0.7754585773655913,-0.6130184468220431,-0.6214563411822581,-0.6130184468220431,-0.6214563411822581,-0.6849740845752688,-0.6368983442978494,-0.6645994878817205,-0.7158966472043011,-0.8077533816129032,-0.8178157954301075,-0.6371317222080645,-0.6173701700903225,-0.7054151788172043,-0.6393484595860215,-0.6310031414091398,-0.6966650966129032,-0.659962097978441,-0.6774250084027419,-0.7582388794086021,-0.6729967057795699,-0.6741414680725807,-0.7963086122580645,-0.7156950032795699,-0.7711757102688171,-0.6663676784838709,-0.7810573750537634,-0.7794449612365592,-0.6792728736559139,-0.6178976703548387,-0.6829551698139784,-0.638505427183871,-0.6369550521344086,-0.7520483409677419,-0.742461579639785,-0.8192209734946236,-0.8291297541935484
12,SITTING,Test,134,0.275639357761194,-0.01848613884597015,-0.10791726244776119,-0.5086651967671642,-0.4013576134641791,-0.7224436390298508,0.629964778955224,0.11265259655895525,-0.04945201370373135,-0.9730396568656716,-0.9616845701492537,-0.956887170522388,0.057236645520895524,0.010632586489402988,0.015533848144537319,-0.48751385358955224,-0.44179849937022386,-0.8130447007462687,-0.07027843629850747,-0.042241842489552234,0.08931157004940299,-0.6773075619977612,-0.6803988041044776,-0.6992457413955223,-0.07269242620597015,-0.04573747951791045,-0.051511092270373135,-0.6231895902910446,-0.7863127817164179,-0.7131141783059701,-0.4854198769194029,-0.5090507371470149,-0.4854198769194029,-0.5090507371470149,-0.5538132661447761,-0.4684621396395522,-0.5859572694149254,-0.6417746402286567,-0.7350157018656717,-0.7427608399253732,-0.4981191578410448,-0.39269413102462686,-0.7561020700000001,-0.514152324191791,-0.44491000165970146,-0.7284696064925373,-0.5146420258059702,-0.47174480438955224,-0.7992841406716418,-0.5057450223888059,-0.44733928452723876,-0.8256205839552239,-0.5856695055067165,-0.7081845162686567,-0.6448804811119404,-0.7078310663955224,-0.6696223230597015,-0.7484317526865671,-0.4779239559940299,-0.6055297650761194,-0.4611532294395521,-0.48091883964701493,-0.6690951129746268,-0.6874800540746269,-0.7492075466268656,-0.7532651655223881
13,SITTING,Test,327,0.27589587619877676,-0.0176504796070948,-0.10913528555076453,-0.6248444601990826,-0.44881609785336396,-0.587230562129052,0.7099965169082568,-0.04208581011620795,0.04430105367862384,-0.9672680634556575,-0.953540716850153,-0.9387278802752294,0.07943930345503059,0.003879619533281344,-0.012348592364162074,-0.6388895325990825,-0.5697005474880122,-0.7284529663119266,-0.05624706189800612,-0.06166137874948013,0.09886605968642201,-0.7151098596727828,-0.6457286120886849,-0.6433372850336392,-0.08811823794342508,-0.0440836605146789,-0.05827187487125382,-0.7157729801896024,-0.7189885918318043,-0.7127164284984709,-0.5398716372495413,-0.5972309820626912,-0.5398716372495413,-0.5972309820626912,-0.6254669388091744,-0.6102485402699389,-0.5812154031847095,-0.6363649395443425,-0.7127450360122325,-0.7120561867477064,-0.638817912651682,-0.49346719313712545,-0.6297362587318043,-0.6206020364525994,-0.46258445862782877,-0.5990368952714067,-0.6600821740715597,-0.6033404899376147,-0.7108317303614679,-0.649606227431844,-0.5621298669376451,-0.7448235395718654,-0.6586424214058104,-0.6471528178993884,-0.620471226529052,-0.7346579890519878,-0.6506235588474006,-0.685774481529052,-0.5899281085990826,-0.6653448585932722,-0.6072952964238533,-0.6170754731064526,-0.6522253065443425,-0.6919151613363914,-0.7120543665042813,-0.7331835677599388
14,WALKING_UPSTAIRS,Train,79,0.27463868151898735,-0.015074005440506329,-0.10526436667772152,-0.9754943215189873,-0.9441896434177215,-0.943891439113924,0.5990989754050634,0.0546109842746835,0.13013586745569614,-0.9636665103797468,-0.9655383365822785,-0.9528933750632912,0.07730170823810127,0.003664751835848101,-0.006957640934696204,-0.9853069330379747,-0.9789041043037975,-0.9807132902531646,-0.023047440764556962,-0.0773800849721519,0.09884075986075949,-0.9737620517721519,-0.9620390411392405,-0.9671016181012658,-0.10054274712658227,-0.041473880531645566,-0.05497867993151899,-0.9813098720253165,-0.9823213026582278,-0.9868411670886076,-0.9546517267088608,-0.9447065869620254,-0.9546517267088608,-0.9447065869620254,-0.9826600793670887,-0.9817146650632912,-0.945647504556962,-0.9474697155696202,-0.9854887627848101,-0.9802527902531646,-0.9775900465822784,-0.9570216982278481,-0.9597205905063291,-0.9748374397468355,-0.9410205291139241,-0.9396154626582278,-0.9853497487341772,-0.9788974262025316,-0.9772061955696203,-0.9866538897468354,-0.9805826251898734,-0.982966496835443,-0.9698649896202531,-0.9660229479746836,-0.9685025507594937,-0.9751384918987341,-0.9602616227848101,-0.9696227029113924,-0.9582673830379747,-0.9461191010126583,-0.9810489382278481,-0.9814869198734177,-0.9590728248101266,-0.9490809401265823,-0.9810545873417722,-0.980403827721519
14,WALKING_DOWNSTAIRS,Train,244,0.2687424945532787,-0.016637130065942623,-0.09960070598770492,-0.4938759007532787,-0.1903567841444262,-0.08297898831913934,0.6957107236885246,-0.16554842759836066,-0.2554991219959016,-0.933986522704918,-0.9348784468278688,-0.9039594986885245,0.07316365268348361,0.004686802470901633,-0.001097052142827872,-0.5307999526576229,-0.45939767998319675,-0.5520000179548361,0.007797883889877049,-0.10135625650819671,0.04831308200409836,-0.6493050140860656,-0.21665077837479507,-0.1693665096237705,-0.10982685253289753,-0.04391778378561066,-0.04186104597172131,-0.7231506136065574,-0.6058333350491804,-0.5254514169131148,-0.2909276227754099,-0.32167668754549184,-0.2909276227754099,-0.32167668754549184,-0.4879847069266393,-0.4832218878028279,-0.2451244058077459,-0.31737746429508196,-0.6082567676766394,-0.645034678692623,-0.5035785783938524,-0.2927747382430328,-0.27259114965983605,-0.4910905782686476,-0.19416174089221314,-0.059835289800778804,-0.5472283929668033,-0.47560267201639345,-0.5026423726905738,-0.5561722869094262,-0.47963652239713117,-0.6010037729881148,-0.6115221855,-0.35524877492151635,-0.24759787596803282,-0.6639382087008197,-0.1509117390187295,-0.22572907318114752,-0.33954605254918035,-0.4194581092577869,-0.4725190231067623,-0.5019222336729509,-0.40832831025532784,-0.37701293406278674,-0.632288075747377,-0.6893811722213115
15,WALKING_DOWNSTAIRS,Train,328,0.27821340725,-0.016464484771310975,-0.1125635875945122,-0.5565411730893292,-0.48167953795600604,-0.7057066238689024,0.6888725115121951,0.10266049187499994,0.03728977017570122,-0.9687333986280487,-0.9563694939939025,-0.9472400580487805,0.07768974113048781,0.004893920527064024,-0.00440993190077744,-0.6240557821585367,-0.5943126780450915,-0.8258208815762195,-0.02812787806106707,-0.07587884551987804,0.0906658516,-0.6968594730457317,-0.7087790691914634,-0.7218269875304878,-0.09609101085396342,-0.044127069018201216,-0.05556454568810976,-0.7313827110365855,-0.8539565920731708,-0.7956261983841464,-0.5272853520004879,-0.5571478741760366,-0.5272853520004879,-0.5571478741760366,-0.6547996947575304,-0.6256603765466464,-0.6177217797960366,-0.6753369600478658,-0.8052826695121952,-0.8371200780792682,-0.5837723174451219,-0.507735205778384,-0.7417457246981707,-0.5471508554439024,-0.5015684352333841,-0.7114313403567073,-0.6434695193615854,-0.6094080573777438,-0.8055434655884146,-0.6376551550928353,-0.6058548826226525,-0.8451110607621951,-0.6643544288564025,-0.7607114110060975,-0.7111945399207317,-0.7093361681768293,-0.6845047357445122,-0.7516965271951219,-0.5629483912236282,-0.6236556181981707,-0.6148176051259147,-0.6431011670695123,-0.7323944938414634,-0.6953468396829268,-0.8368018940243903,-0.8496344638414635
16,WALKING_DOWNSTAIRS,Train,366,0.27788744037431695,-0.01585678883090164,-0.1072639244453552,-0.6681614982986338,-0.6499470678928962,-0.6038199023860654,0.7009061303087432,-0.06052359937978142,0.04020755362349726,-0.9711564321311476,-0.9647275199453552,-0.9452940286393443,0.07754888853743169,0.008840183282702183,-0.0014373000556420754,-0.7278617435245902,-0.7350801980437158,-0.7678730493800547,-0.012234144672513656,-0.07244448039808743,0.07301446515300546,-0.7995344504918033,-0.810124133715847,-0.7376299679617486,-0.10736161480125683,-0.04166156689396175,-0.053947041087349726,-0.8582987191530055,-0.8695731205737705,-0.8370399260655738,-0.6161311168890438,-0.6617196904918032,-0.6161311168890438,-0.6617196904918032,-0.7252468704863388,-0.7196470282385246,-0.7181687756284153,-0.7848228657923497,-0.8604463724590165,-0.8748001656830601,-0.7008851473418033,-0.6715721470987978,-0.6609899481604372,-0.6569690450584154,-0.6618445305068307,-0.6056467253071038,-0.7446620416120219,-0.7486270015519126,-0.752302172079235,-0.7347767366130601,-0.7384343981054645,-0.7820895153442623,-0.789780147036612,-0.8159621300273224,-0.7562866417213114,-0.8049918315027322,-0.8094214481420765,-0.7569936407240436,-0.6669625082467214,-0.7126809907653006,-0.7131676137061476,-0.7298693987696722,-0.8171288192076502,-0.802078223409836,-0.8727722827322404,-0.8865332122131148
17,WALKING_DOWNSTAIRS,Train,48,0.27795005020833335,-0.013893261375416669,-0.10978607760416667,-0.9923706545833333,-0.9652057283333333,-0.9763523079166667,0.9010978597916667,-0.17504772675000002,-0.28488058041666664,-0.9866749102083333,-0.9705558916666667,-0.9731605454166666,0.07403942377083333,0.006070927731041668,-0.004788138328749999,-0.993627979375,-0.9871957722916667,-0.9910616989583333,-0.026848276775,-0.07819643980625,0.09375361485416667,-0.9857193333333333,-0.985762623125,-0.9856664891666667,-0.099654922875,-0.04012076854208333,-0.05378651457083333,-0.9923574677083333,-0.9930256510416666,-0.9935432910416667,-0.97810887125,-0.97465493875,-0.97810887125,-0.97465493875,-0.9924074608333333,-0.9914814316666667,-0.9794599008333333,-0.9804943264583333,-0.9945751645833333,-0.99273415625,-0.9921572177083333,-0.973701284375,-0.9826645120833334,-0.9924339945833334,-0.9627148304166666,-0.974056181875,-0.9936608245833334,-0.9868704575,-0.989427028125,-0.9941786422916666,-0.988578176875,-0.9912584904166667,-0.9851342027083333,-0.9874055927083334,-0.9864297497916666,-0.9860270052083333,-0.984919989375,-0.986650575625,-0.9813965333333333,-0.974433710625,-0.991203280625,-0.990655515625,-0.985919111875,-0.98029209625,-0.9931303391666667,-0.99249013458333335
17,SITTING,Train,320,0.27344147274375,-0.01808885597728125,-0.10911191945896875,-0.5508679322638437,-0.507275258134,-0.613217322774375,0.6686133441250001,0.010462256168749972,0.022372207732812486,-0.9695361643125,-0.9570481696875,-0.94542101409375,0.08251105141625,0.008852282083750001,0.0038265328758749994,-0.635949363671875,-0.6209185283575,-0.78668123990625,-0.012841668844450004,-0.08338809915680624,0.07451578180365626,-0.7250048879375001,-0.7317327032500001,-0.6810022211071874,-0.1090840581571875,-0.03902962112709375,-0.05040912156490625,-0.7577925587187501,-0.80093311453125,-0.7804575046875,-0.5069060000204376,-0.5852874085465625,-0.5069060000204376,-0.5852874085465625,-0.6520738576953125,-0.6493161392134374,-0.6306939066517188,-0.71559290114375,-0.78281769309375,-0.80013424171875,-0.6007239046197812,-0.5459473900430313,-0.6793898618187499,-0.533671600249375,-0.519062339910625,-0.6090079445296875,-0.6751347423640625,-0.65093749483125,-0.7744940495625,-0.6288998856821876,-0.614345425693125,-0.79753323615625,-0.6902468424515625,-0.7428462089375,-0.68792205428125,-0.737661758785625,-0.72779753184375,-0.708869113253125,-0.5959080480509374,-0.644502428118125,-0.6535314007484375,-0.647886818483125,-0.7370354674062499,-0.7525235544375001,-0.8045235876875,-0.8098826564375
18,SITTING,Test,30,0.27795824,-0.01729741093,-0.110021546,-0.9917052063333334,-0.939095257,-0.9507530176666666,0.9625811616666666,-0.18001883566666665,0.0783976787,-0.9956797983333333,-0.97557713,-0.9737592973333333,0.0756560724,0.01212352927,4.263435273333338e-4,-0.9898081253333333,-0.968781037,-0.9890641516666666,-0.025923628293333334,-0.07444582796666667,0.0854533145,-0.9504615056666667,-0.9776609803333334,-0.9623303116666667,-0.0981970214,-0.03979304953333333,-0.053319608,-0.9761981656666666,-0.9918060910000001,-0.9827657026666666,-0.9636858343333333,-0.964222192,-0.9636858343333333,-0.964222192,-0.9843366139999999,-0.9837336396666667,-0.95188781200000006,-0.9479424813333334,-0.986611885,-0.9863544973333334,-0.990052909,-0.9498110153333333,-0.9727380816666666,-0.9924698083333333,-0.937087901,-0.9435083023333334,-0.9896497280000001,-0.969070922,-0.9867784066666667,-0.9909529016666667,-0.9707642763333333,-0.990011026,-0.9536685056666667,-0.9827656143333333,-0.9664664556666667,-0.9503920716666666,-0.9750298336666666,-0.9644316523333334,-0.9713732900000001,-0.9651016646666667,-0.9825388873333334,-0.9842855953333334,-0.9646280236666667,-0.9468382383333334,-0.987332531,-0.9856817883333333
18,STANDING,Test,334,0.27617737778443113,-0.01728187415619072,-0.10794075751197604,-0.6679323052095808,-0.599095553763473,-0.6792166703293413,0.6947927770958083,-0.001030184326347288,0.09103141681137726,-0.9787427665868264,-0.9689999555988024,-0.9581474902994012,0.07764483013562874,0.012953444526212578,8.864674233029914e-4,-0.7117255570658683,-0.7117884691317365,-0.8345206653293414,-0.03843013602050898,-0.06722487719266466,0.09132414646407186,-0.7914264437215569,-0.7593707615568862,-0.7261468099101798,-0.09406217403209581,-0.044562252745808384,-0.057165201412215566,-0.8309200029341317,-0.8743718246407186,-0.825666964760479,-0.6309474597005988,-0.6650116836437127,-0.6309474597005988,-0.6650116836437127,-0.73320719751497,-0.7237887863353293,-0.6934345779041916,-0.7603152782874252,-0.8485186301197605,-0.8797818797904191,-0.6894530510479041,-0.6379574496407187,-0.7422313876347305,-0.6604895379041916,-0.6055104239610778,-0.6725416762784431,-0.7284964559281437,-0.7239076830838324,-0.819222532994012,-0.7202033720359281,-0.7183984536526946,-0.8485064931137725,-0.7728554637365269,-0.801441592754491,-0.7370160205389221,-0.7997605559730538,-0.7403214573952096,-0.7485927444011976,-0.6731543806377246,-0.7131377985329341,-0.7207476184041917,-0.7291634237125748,-0.8029625491616766,-0.7756704382874251,-0.8754412104790419,-0.8947090254221557
19,SITTING,Train,360,0.26972348710555555,-0.018203151571030557,-0.11827718009938333,-0.5746589229191946,-0.5070350849926388,-0.6491847265569444,0.475323016,0.0964052626666667,0.2330114011950833,-0.9582904478611112,-0.95925383425,-0.94180028475,0.07741711477663889,0.011581242196087556,-0.0018619885019583336,-0.5710882661460833,-0.5713111904322222,-0.7053429761908333,-0.03857239533465111,-0.06814206031777778,0.08836095915591667,-0.6377899145755556,-0.6438663005603054,-0.6456822121891668,-0.08959394250555555,-0.03832087366702778,-0.056964944428694445,-0.6188362066344445,-0.7259913806238889,-0.6866845838315833,-0.531507362111361,-0.5995527674863055,-0.531507362111361,-0.5995527674863055,-0.5762252472125,-0.6019185528719445,-0.5489196681322223,-0.6100933807402779,-0.6834365418244444,-0.7255986988425,-0.5870503550975278,-0.5218880766097778,-0.6470262982840278,-0.5708979748225,-0.5309015850223611,-0.6802913826372223,-0.593157169174611,-0.5966949439369444,-0.6809244931805556,-0.5869101289808333,-0.572596722878,-0.7285219014988611,-0.5530895759427777,-0.6413372998177779,-0.602625307818389,-0.666071315599889,-0.6501054023477778,-0.6947290754916667,-0.5564044449679723,-0.6898609201138889,-0.5760646478122777,-0.6410890058577777,-0.6362879997991666,-0.6623259681458332,-0.7195190087527777,-0.7542237394416668
