Subject,Activity,DataType,recordCount,Ave of tBodyAcc-mean()-X,Ave of tBodyAcc-mean()-Y,Ave of tBodyAcc-mean()-Z,Ave of tBodyAcc-std()-X,Ave of tBodyAcc-std()-Y,Ave of tBodyAcc-std()-Z,Ave of tGravityAcc-mean()-X,Ave of tGravityAcc-mean()-Y,Ave of tGravityAcc-mean()-Z,Ave of tGravityAcc-std()-X,Ave of tGravityAcc-std()-Y,Ave of tGravityAcc-std()-Z,Ave of tBodyAccJerk-mean()-X,Ave of tBodyAccJerk-mean()-Y,Ave of tBodyAccJerk-mean()-Z,Ave of tBodyAccJerk-std()-X,Ave of tBodyAccJerk-std()-Y,Ave of tBodyAccJerk-std()-Z,Ave of tBodyGyro-mean()-X,Ave of tBodyGyro-mean()-Y,Ave of tBodyGyro-mean()-Z,Ave of tBodyGyro-std()-X,Ave of tBodyGyro-std()-Y,Ave of tBodyGyro-std()-Z,Ave of tBodyGyroJerk-mean()-X,Ave of tBodyGyroJerk-mean()-Y,Ave of tBodyGyroJerk-mean()-Z,Ave of tBodyGyroJerk-std()-X,Ave of tBodyGyroJerk-std()-Y,Ave of tBodyGyroJerk-std()-Z,Ave of tBodyAccMag-mean(),Ave of tBodyAccMag-std(),Ave of tGravityAccMag-mean(),Ave of tGravityAccMag-std(),Ave of tBodyAccJerkMag-mean(),Ave of tBodyAccJerkMag-std(),Ave of tBodyGyroMag-mean(),Ave of tBodyGyroMag-std(),Ave of tBodyGyroJerkMag-mean(),Ave of tBodyGyroJerkMag-std(),Ave of fBodyAcc-mean()-X,Ave of fBodyAcc-mean()-Y,Ave of fBodyAcc-mean()-Z,Ave of fBodyAcc-std()-X,Ave of fBodyAcc-std()-Y,Ave of fBodyAcc-std()-Z,Ave of fBodyAccJerk-mean()-X,Ave of fBodyAccJerk-mean()-Y,Ave of fBodyAccJerk-mean()-Z,Ave of fBodyAccJerk-std()-X,Ave of fBodyAccJerk-std()-Y,Ave of fBodyAccJerk-std()-Z,Ave of fBodyGyro-mean()-X,Ave of fBodyGyro-mean()-Y,Ave of fBodyGyro-mean()-Z,Ave of fBodyGyro-std()-X,Ave of fBodyGyro-std()-Y,Ave of fBodyGyro-std()-Z,Ave of fBodyAccMag-mean(),Ave of fBodyAccMag-std(),Ave of fBodyBodyAccJerkMag-mean(),Ave of fBodyBodyAccJerkMag-std(),Ave of fBodyBodyGyroMag-mean(),Ave of fBodyBodyGyroMag-std(),Ave of fBodyBodyGyroJerkMag-mean(),Ave of fBodyBodyGyroJerkMag-std()
20,STANDING,Test,198,0.26859520563636363,-0.019286707438939395,-0.11165109032626262,-0.650788909160606,-0.4562597539853535,-0.6308930018636364,0.6572438991919192,-0.06861816555555553,0.10679036740404044,-0.9583249467171717,-0.9535760806060606,-0.9388735968989899,0.08358689113737373,0.006111877652474749,-0.00607491491689899,-0.6593095921166665,-0.6067931001515151,-0.7540194523030304,-0.0256483096989899,-0.07893075640611111,0.082163496089899,-0.7099481037979798,-0.6428396666272728,-0.5796205274787878,-0.09531897677222223,-0.04240814590606061,-0.05566132285757576,-0.7339411152575758,-0.7163532991262627,-0.7153586418181818,-0.5683341167510102,-0.6143263774545455,-0.5683341167510102,-0.6143263774545455,-0.6631445659666667,-0.6263023059601011,-0.5812616425717171,-0.626155662129697,-0.7308647823787878,-0.7074768285212122,-0.6457345376313132,-0.5063203911565657,-0.6595320339161617,-0.6540362483066666,-0.46629867046767687,-0.644857545959596,-0.6741207313077223,-0.6293268604015152,-0.7344657753080808,-0.6745759972070707,-0.609033040979596,-0.7721510091464646,-0.6635252287843433,-0.6420436492089394,-0.5872179335712122,-0.7262263420606061,-0.6467624210166667,-0.6163403934065657,-0.6034432526904041,-0.6830387647267677,-0.6211380913719191,-0.6358413813323232,-0.6539586065117172,-0.6732307204949495,-0.7188713855526262,-0.7137688681691919
20,LAYING,Test,156,0.2682106896794872,-0.015439435299102564,-0.10343206241794872,-0.5465354229615386,-0.25901130009615375,-0.6397301686474359,0.5909749584679487,0.002436482916666739,0.10778971865185898,-0.9580456405128205,-0.9511496212179488,-0.943657000576923,0.0750346921474359,-0.0027440009745512816,-0.0025149548518397435,-0.5862159411769231,-0.426120353397436,-0.7389134567307694,-0.02247268344096154,-0.07896271943102565,0.09002539766576924,-0.6523963918141026,-0.4858944846057051,-0.4608431864076922,-0.09455470521083334,-0.04020124298205128,-0.05257245706153846,-0.6531860694903846,-0.6435731375128204,-0.5369000636487179,-0.45242932609984615,-0.519017420878205,-0.45242932609984615,-0.519017420878205,-0.5645559988641026,-0.540847617073269,-0.43512225817564093,-0.5214713979192308,-0.6246278279038461,-0.6530763687128206,-0.5706379217121795,-0.32495968037910267,-0.67195587225,-0.5385612234916667,-0.27394813737115403,-0.6508893122435897,-0.6245232790692307,-0.46699613387820516,-0.7307666424358974,-0.5841110337397437,-0.4204022559358975,-0.7457328641666666,-0.5793824741891026,-0.5263039942166667,-0.4311551635442308,-0.6768830516474358,-0.4670987635064102,-0.5225344728846154,-0.505493351425641,-0.6042225572205128,-0.5381599364205129,-0.5484979299247436,-0.5473326912980769,-0.5883287994679486,-0.6593419517692308,-0.6704518945339744
21,SITTING,Train,408,0.2774665255220588,-0.01766645785617647,-0.10877848058848039,-0.672323867377451,-0.565585190336299,-0.6696218131764706,0.6457759578088236,-0.07509630714460785,0.032185177436274456,-0.9655866344607843,-0.9693308184558823,-0.9530939933088235,0.08222078747769608,0.0035010755358485268,-0.01065907267129902,-0.6997633442057843,-0.6651591231056201,-0.7818239014829902,-0.02763466393035784,-0.07847197368389706,0.08612126683627451,-0.7961722868995098,-0.765057760637255,-0.7016420284995588,-0.10055831788921568,-0.04082361418633333,-0.05338610464164215,-0.7924831567205882,-0.8158593360049019,-0.8120173121813726,-0.6203092595536764,-0.6601960145000001,-0.6203092595536764,-0.6601960145000001,-0.7034612758796568,-0.6800692189539216,-0.6937792245171569,-0.761303119652451,-0.8078174031372549,-0.8240898999509804,-0.6934860971441176,-0.5937782141490195,-0.7077137990218136,-0.6653496634264706,-0.5787485868318627,-0.6755881927786764,-0.7164141314504903,-0.6786151187289216,-0.767351986555392,-0.7098007283882354,-0.674102360655147,-0.7949228136736275,-0.7520408286519609,-0.7593257148112745,-0.7094714204656862,-0.8110267101102941,-0.7713883188235294,-0.7283193047306372,-0.658664719514706,-0.7143457392159314,-0.6797425848093628,-0.6837251274183823,-0.7764730601715686,-0.7931585262794117,-0.8262750260539216,-0.8349498632598039
22,SITTING,Train,198,0.2792415319080808,-0.016862307376227275,-0.10855895108333333,-0.6315631591373737,-0.593370593093586,-0.7191653412075758,0.675242930959596,0.023580836313131376,0.236637160405404,-0.9708864225252525,-0.9648663002373737,-0.9452375366717172,0.08471629291464647,0.01895734334737374,-0.0035416644126767677,-0.6646505373979797,-0.6490088265823233,-0.8116097386868686,-0.012282055398181812,-0.09098782139949495,0.08461773565454545,-0.7431705514616161,-0.8363074223232323,-0.7206188095151516,-0.10604577213636364,-0.037223826206565655,-0.05436239012222222,-0.7608855913131313,-0.898549452979798,-0.7909427743939393,-0.5977995440117171,-0.6747283111828284,-0.5977995440117171,-0.6747283111828284,-0.6872934471429293,-0.6719198662381818,-0.7042961131212121,-0.7324231635772728,-0.8387586363636363,-0.8626699192424242,-0.6726656037767678,-0.6061669932414141,-0.7508108428383838,-0.6173572170101012,-0.6131029623434343,-0.724294244810606,-0.6800881106454546,-0.6588889586969697,-0.7955245330808081,-0.6789178606348485,-0.6630757146798991,-0.826747967929293,-0.7000487159797979,-0.8440997684848485,-0.7127002622575758,-0.758195876909091,-0.8335102851010101,-0.7492826578787879,-0.6579992410323232,-0.7366390798232324,-0.6674493719343434,-0.6806483143146465,-0.7813888488888888,-0.7481097822323233,-0.8653971855555556,-0.8703454704545455
22,STANDING,Train,123,0.2675658958292683,-0.016771104312121952,-0.10884974498211382,-0.4084989970888617,-0.3267000600894309,-0.5519434905073171,0.5033851261788618,0.04427367591869908,0.23468167949593494,-0.9385725310569105,-0.9451803702934959,-0.929170545691057,0.07006726251471544,0.009300993461056907,-0.013164014076178863,-0.45668747600000004,-0.4179443897016259,-0.6781434338211382,-0.0011233935016260082,-0.10137018874878048,0.07580438786666667,-0.619856056592683,-0.6999342488617886,-0.5479552757642276,-0.11442775986674797,-0.040454172304715444,-0.0644152729899187,-0.6252125113333333,-0.7977475372357723,-0.6639259466747968,-0.3532644954146341,-0.46914619015463405,-0.3532644954146341,-0.46914619015463405,-0.48498354358292683,-0.4576674354304878,-0.5304080521658537,-0.5861604217837398,-0.723727568292683,-0.7682581528455285,-0.469793729799187,-0.3504259930276422,-0.5851177369674797,-0.3866589420016259,-0.3585943569560976,-0.5708999709837398,-0.48217749637479684,-0.43817968117479666,-0.6498408366666667,-0.4793762507134147,-0.4368518765298537,-0.7054066658536585,-0.5422287749918698,-0.7065655631707317,-0.5317478061382114,-0.6454075071300813,-0.699201260894309,-0.596342575910569,-0.43965118856585367,-0.5728955000552846,-0.4534314418178862,-0.468314812693496,-0.6424922040650407,-0.6215113073089431,-0.7735201248780488,-0.779661007398374
23,STANDING,Train,372,0.27349325473010755,-0.019589258786827955,-0.10909398238524194,-0.622594039757258,-0.5320785466156989,-0.4505572034099462,0.6623247375806451,0.014620919735483875,0.05186624663720431,-0.96439304029569894,-0.9603189070967741,-0.9342361466129032,0.07785882158438172,0.020047096497298387,-7.176808818870983e-4,-0.608183751830914,-0.6189812305182796,-0.6030487695715323,-0.02208904180131721,-0.08259729637540322,0.07469494232432795,-0.7557386252419355,-0.500338191139785,-0.6096834518217743,-0.09669907372258064,-0.04327227417983871,-0.06219590935263441,-0.7286921383333334,-0.5460435936518817,-0.7405181458870967,-0.5327547572051076,-0.5655756257921506,-0.5327547572051076,-0.5655756257921506,-0.5864006717091397,-0.5587253141862903,-0.5442079644333871,-0.5419490736607527,-0.6234126419771505,-0.5739428880216129,-0.599080886430645,-0.5484832089435484,-0.4902128161841399,-0.6338391144365592,-0.5544716795921775,-0.4747675437160485,-0.617521836605645,-0.6282313383927419,-0.5788708102354838,-0.6350543514755376,-0.6369776100607527,-0.6275403676526882,-0.6851365015188172,-0.4977838110104839,-0.6176854167365592,-0.7791970540645161,-0.5078505474137097,-0.6441310368072581,-0.5290292841180108,-0.6570489179715054,-0.542663319457527,-0.5838323091459677,-0.5346571916836022,-0.6322885272037634,-0.584111049810215,-0.5937353021053763
24,LAYING,Test,381,0.27676704639107613,-0.017682246010388453,-0.10791450368766405,-0.6754591762984252,-0.5824906551853017,-0.6364974589002625,0.6949812680839895,0.07295097021522308,0.06232277141469813,-0.9753296996587927,-0.9608981666404199,-0.9557245661942257,0.07847350034671915,0.003969003085740158,-0.007009605588057741,-0.7403005448818898,-0.6859797962619423,-0.7363742325748032,-0.021257809684776904,-0.07824402026771654,0.08417403759816272,-0.7761990499396325,-0.763365457296588,-0.7082516763359581,-0.09982942481422573,-0.03907494213832021,-0.055298768340157484,-0.7644900306099738,-0.7927187024409449,-0.7968165166141733,-0.6200326651624671,-0.6508621478102363,-0.6200326651624671,-0.6508621478102363,-0.7136674237690288,-0.6893911893464567,-0.6824472127506561,-0.7429831266062993,-0.7916465507874015,-0.7889978508136484,-0.7076137795800524,-0.6115090425868767,-0.6558589948223097,-0.664356691751496,-0.5946767900590549,-0.6553605214461942,-0.7522453724934384,-0.7036416145065617,-0.7196557473910762,-0.7513781543044619,-0.6882804618608924,-0.7516286878215224,-0.7226073777480315,-0.7537104795800524,-0.7094885768766404,-0.7940635291338582,-0.771969808976378,-0.735749934304462,-0.6501218722738057,-0.7059284258196851,-0.6968455833884514,-0.6824471459933071,-0.7541316174803149,-0.7820762761679789,-0.7950191653805774,-0.7961572645144358
25,STANDING,Train,409,0.27530146777212716,-0.019322176931491443,-0.10962903098044009,-0.7162645375476773,-0.5314210356026895,-0.6470955610586797,0.6723866221271393,0.0471601427530562,0.23922604093039124,-0.9500170913447433,-0.9010887709633252,-0.8806823307066015,0.08176574420638141,0.006386338844425427,-0.010346171499488997,-0.7968233500733497,-0.7225029193643032,-0.8606693826405868,-0.0029815116479217623,-0.08390035415782396,0.09936060799004891,-0.6831319707750612,-0.7522610132762836,-0.74741022,-0.1082638845622983,-0.03898847534352078,-0.05557822236474328,-0.7686824731784841,-0.9026280807579462,-0.8318486672860635,-0.5833777497139364,-0.659015505611247,-0.5833777497139364,-0.659015505611247,-0.7834453544743276,-0.7804518678484108,-0.6257330642589243,-0.6851527946706603,-0.8496307062591687,-0.8727761844498778,-0.7484165096821516,-0.6000276972420537,-0.7385099475794621,-0.7052236865799512,-0.5290646522909536,-0.6302246376745722,-0.8041446428361858,-0.7405703122493887,-0.8495048494865525,-0.8077125257212714,-0.7217076685721271,-0.870541516210269,-0.672197763601467,-0.8131337920782395,-0.7468322135941321,-0.6903984819437653,-0.7235844375305623,-0.7712089290953545,-0.69501971,-0.6953679287188264,-0.7791900758924205,-0.7835472297555013,-0.7542361097555013,-0.6972131203667482,-0.8759706747432763,-0.8777149536919315
26,STANDING,Train,392,0.2730365808625,-0.01616872774634949,-0.10763789492857143,-0.6231010311683675,-0.5859671424181122,-0.7049806274489796,0.6151235346683674,0.1087047827755102,0.23410701047244897,-0.9678178999489796,-0.9597135622270409,-0.9556433635459184,0.08087432613418367,0.007677099781811224,-0.007248919437688777,-0.6828156529931123,-0.678386582086227,-0.7783494608418368,-0.02065993210510204,-0.08274150609040816,0.09178532940446428,-0.7666739703392857,-0.8006754710459183,-0.703347205619898,-0.09881256274612245,-0.04047640028885204,-0.055828274335403064,-0.7323213706908163,-0.8361121753316326,-0.7731015248214286,-0.6009322641757654,-0.6203557886658164,-0.6009322641757654,-0.6203557886658164,-0.6949178592091836,-0.677426336392347,-0.6945976629362245,-0.7518336902150511,-0.7983259167091836,-0.8182791129081632,-0.6510903018619898,-0.6104258332403061,-0.7240460871556123,-0.6134995976760205,-0.6002748098262755,-0.7184904757653062,-0.6994131682956632,-0.6967264739127551,-0.7695652912500001,-0.6943145189275509,-0.6803580612000001,-0.7860491249489796,-0.7031095610688776,-0.7993530753571428,-0.6894048468137756,-0.7874031005994897,-0.803635337372449,-0.7359423844387755,-0.6317569828625,-0.6739177995466837,-0.6792783236377552,-0.6780257583127551,-0.7705048848214285,-0.7826243208316326,-0.8238652971938776,-0.8239914084183674
27,STANDING,Train,78,0.2752230674358974,-0.01625541172179487,-0.10540381001538461,-0.9902766438461539,-0.9721961779487179,-0.9699698776923077,0.7880373317948718,0.06572185050000001,0.2197016052119731,-0.9858537348717948,-0.9824921015384616,-0.9692543406410257,0.07672832543589743,0.009971548662820512,-0.002665519383076923,-0.9918315343589743,-0.985056905,-0.990225417948718,-0.032447117343589744,-0.0765120463525641,0.08099941711538461,-0.9875841967948717,-0.9839399288461539,-0.9778471817948717,-0.0966434086025641,-0.03956414301282051,-0.05307100054102564,-0.9926945512820513,-0.9933960125641026,-0.992933121025641,-0.9802786938461538,-0.9736899108974358,-0.9802786938461538,-0.9736899108974358,-0.9903328915384615,-0.990626418974359,-0.9666838880769231,-0.9733041046153846,-0.994198412051282,-0.9937321532051282,-0.990202906025641,-0.9751557548717948,-0.9788484184615385,-0.9903987882051282,-0.9716906375641026,-0.9671655684615384,-0.991782158076923,-0.9851473301282051,-0.9885217916666666,-0.9926498619230769,-0.9860938587179487,-0.9904939866666667,-0.9861184462820513,-0.9859879148717948,-0.9789886053846154,-0.9880877907692308,-0.9828431039743589,-0.979428019102564,-0.9781685638461538,-0.9747754992307692,-0.9901084657692307,-0.9900609284615385,-0.980589148974359,-0.9732266502564103,-0.9936930214102564,-0.9939079935897436
27,LAYING,Train,298,0.2777989193288591,-0.01693865903343926,-0.11227336837013423,-0.5747833215503355,-0.5410128921328858,-0.6081587653355705,0.5851395911073826,0.023479306130872454,0.1206131023751678,-0.9716798452348994,-0.9698911469798658,-0.9565688245973154,0.07685918633825503,0.005183985158855707,-0.005547958966778527,-0.624308492209396,-0.593582093143792,-0.7295573096308724,-0.06833321715466444,-0.0496441313538255,0.1162622522637584,-0.7456690271442953,-0.7544396103691275,-0.5946316790973154,-0.08738623224428524,-0.046475105984865775,-0.060079321399999996,-0.7761554967114094,-0.7964681561744966,-0.727982409261745,-0.5357268830506711,-0.6004458661543625,-0.5357268830506711,-0.6004458661543625,-0.6262873654614094,-0.6188872501020135,-0.6226465777755034,-0.6974982653080537,-0.7782750501677852,-0.7962447475372483,-0.6006415321194631,-0.5538743594681208,-0.6465482476442953,-0.5667812953389261,-0.5651766442483221,-0.6201417908120805,-0.6419917809916107,-0.6184367108587249,-0.7110043432785235,-0.6396238336409396,-0.594512488954698,-0.7467367467449665,-0.7115466732751677,-0.7455574134124161,-0.6304945292315436,-0.7587033375570469,-0.7632348093624161,-0.6232617414731544,-0.5857876318926174,-0.6720924177003355,-0.6096473459828858,-0.633580675552349,-0.7350087375167785,-0.7266612038959731,-0.7967257727013423,-0.8101373981308725
28,LAYING,Train,382,0.2775325547643979,-0.019172144206308903,-0.10971087310418848,-0.6490403913078533,-0.5736518959335077,-0.685821415026178,0.62376789513089,-0.1475777552146597,-0.04699310210497384,-0.9738733280628272,-0.9603656262565445,-0.9462256372513089,0.0807263062382199,0.013822443654607329,8.242083248010459e-4,-0.6808137253921466,-0.6516198489450262,-0.8008705818848167,-0.06449635455646596,-0.04714740231010211,0.10084028132958116,-0.7402765918732984,-0.7412855401963351,-0.6697896628897906,-0.08812135511727749,-0.04479725958620419,-0.06076807074081152,-0.7205156762931937,-0.8250387832460733,-0.7697559811256545,-0.610030902501309,-0.6358212265159686,-0.610030902501309,-0.6358212265159686,-0.6894293877591623,-0.6877034336274869,-0.6485386414303664,-0.710956808836911,-0.7892949432617801,-0.8057383830104712,-0.6541565191937173,-0.5849325001138743,-0.7151344744319371,-0.6478071929842932,-0.5951104726159163,-0.6957672795287958,-0.6867237990594242,-0.6707180959269633,-0.7790617203586387,-0.7040733824109948,-0.6548559152714659,-0.8217154944240838,-0.6743566560209424,-0.7470679079319372,-0.6735138868908377,-0.7620309780104711,-0.7408194534293193,-0.7002912828811518,-0.6287632474052356,-0.6969939996678011,-0.6754287204678011,-0.7064158293429319,-0.73790809206911,-0.7437846126937172,-0.8068821517539267,-0.8184485083769634
29,LAYING,Train,344,0.27911152194476746,-0.018471953048313953,-0.10867561226947675,-0.5742953953648255,-0.598400275636657,-0.6064612839264536,0.6830676256104651,0.11548975791162791,0.20821537004372093,-0.9732828858430232,-0.9646431610174419,-0.9416217902325581,0.07883823247133721,0.009001612488837206,-0.0035529054246773253,-0.6234564142163662,-0.635499779848779,-0.7937467977906976,-0.010183191086933139,-0.08828832964418605,0.0881626266546221,-0.7346992736915697,-0.6345691734215115,-0.7138645839825581,-0.10070775180985465,-0.04643220295276163,-0.05278599903168604,-0.7361176641395349,-0.8536396131395348,-0.7702213143023255,-0.553585593347965,-0.5790672160880814,-0.553585593347965,-0.5790672160880814,-0.6645380604848838,-0.6204720498627907,-0.6022289937003489,-0.6537323015921512,-0.8022939063662791,-0.8401563641860466,-0.5799010001861337,-0.5876863081462209,-0.6805476754651163,-0.5727879490375001,-0.6309788448518313,-0.602550925183721,-0.6298758531520348,-0.6412890757863373,-0.7684339283139535,-0.6515641889648255,-0.6555261166555232,-0.8182927808139535,-0.6857474134866279,-0.7359723016569768,-0.6892213577180233,-0.7525678317078488,-0.5888579874851745,-0.7491631722965116,-0.5892940147343023,-0.6393141760549419,-0.6098799374690989,-0.6364344705473837,-0.7220184349843024,-0.6714543243684012,-0.8404641641569768,-0.8514624265697674
30,LAYING,Train,383,0.2763058367219321,-0.01758560773402089,-0.10589355727859008,-0.615890785389034,-0.5190473878754568,-0.5226432737721148,0.6968582006788512,0.051269818897498654,0.18434317834803657,-0.9743191185639687,-0.9522882927676241,-0.9294326346475196,0.07347992701488251,0.007304382579712795,-6.538718903733703e-4,-0.6790072541501305,-0.6607705539046996,-0.7816444850130548,-0.035422928032663184,-0.07174824524020887,0.08345445866939948,-0.6710058461227154,-0.5389906639422977,-0.5897834421853787,-0.09267690052741515,-0.04129037796694517,-0.04935561778751958,-0.7806364295561358,-0.7989480730548303,-0.7632285469190601,-0.5381311941830025,-0.5881581116336815,-0.5381311941830025,-0.5881581116336815,-0.6970501269989556,-0.6589721480934727,-0.5100327540981985,-0.5737794286710184,-0.7858709313315927,-0.8103985146736292,-0.6356501253221932,-0.5584900100190601,-0.6349585469007832,-0.6092389115084075,-0.5313214918409922,-0.5065703612739948,-0.6853077711574413,-0.6716736705242821,-0.7554322127937336,-0.7018792085718016,-0.6726220229242821,-0.8071849409399477,-0.6674182366926893,-0.6299106659598172,-0.6156993478302873,-0.6768019956806005,-0.4963104214496083,-0.6202533904151435,-0.6003720670462142,-0.6465228109207573,-0.656339723754047,-0.6646002624438114,-0.6696005105630026,-0.5891926500898171,-0.8112923324281984,-0.8228056187467363
